ref_name,dist_name,mos,std
I05.BMP,i05_16_4.bmp,5.09756,15
I05.BMP,i05_16_5.bmp,4.25000,15
I05.BMP,i05_17_1.bmp,5.30000,16
I05.BMP,i05_17_2.bmp,6.82927,16
I05.BMP,i05_17_3.bmp,4.02500,16
I05.BMP,i05_17_4.bmp,6.56098,16
I05.BMP,i05_17_5.bmp,2.80000,16
I05.BMP,i05_18_1.bmp,4.77500,17
I05.BMP,i05_18_2.bmp,4.20513,17
I05.BMP,i05_18_3.bmp,3.74359,17
I05.BMP,i05_18_4.bmp,3.53846,17
I05.BMP,i05_18_5.bmp,3.15000,17
I05.BMP,i05_19_1.bmp,5.17500,18
I05.BMP,i05_19_2.bmp,4.80488,18
I05.BMP,i05_19_3.bmp,4.22500,18
I05.BMP,i05_19_4.bmp,3.65000,18
I05.BMP,i05_19_5.bmp,3.36585,18
I05.BMP,i05_20_1.bmp,5.68293,19
I05.BMP,i05_20_2.bmp,5.56098,19
I05.BMP,i05_20_3.bmp,5.02439,19
I05.BMP,i05_20_4.bmp,4.47500,19
I05.BMP,i05_20_5.bmp,3.28205,19
I05.BMP,i05_21_1.bmp,5.60000,20
I05.BMP,i05_21_2.bmp,4.92500,20
I05.BMP,i05_21_3.bmp,4.36585,20
I05.BMP,i05_21_4.bmp,3.35000,20
I05.BMP,i05_21_5.bmp,2.47500,20
I05.BMP,i05_22_1.bmp,5.27500,21
I05.BMP,i05_22_2.bmp,5.25000,21
I05.BMP,i05_22_3.bmp,4.75610,21
I05.BMP,i05_22_4.bmp,4.10000,21
I05.BMP,i05_22_5.bmp,3.17073,21
I05.BMP,i05_23_1.bmp,5.73171,22
I05.BMP,i05_23_2.bmp,5.57500,22
I05.BMP,i05_23_3.bmp,5.63415,22
I05.BMP,i05_23_4.bmp,5.75610,22
I05.BMP,i05_23_5.bmp,5.43902,22
I05.BMP,i05_24_1.bmp,5.52500,23
I05.BMP,i05_24_2.bmp,5.60976,23
I05.BMP,i05_24_3.bmp,5.20000,23
I05.BMP,i05_24_4.bmp,3.95122,23
I05.BMP,i05_24_5.bmp,2.60976,23
I06.BMP,I06_01_1.bmp,5.75676,0
I06.BMP,i06_01_2.bmp,5.16667,0
I06.BMP,i06_01_3.bmp,5.02703,0
I06.BMP,i06_01_4.bmp,4.31429,0
I06.BMP,i06_01_5.bmp,3.61111,0
I06.BMP,i06_02_1.bmp,6.16216,1
I06.BMP,i06_02_2.bmp,5.78378,1
I06.BMP,i06_02_3.bmp,5.45946,1
I06.BMP,i06_02_4.bmp,4.83333,1
I06.BMP,i06_02_5.bmp,4.38889,1
I06.BMP,i06_03_1.bmp,4.58333,2
I06.BMP,i06_03_2.bmp,4.05714,2
I06.BMP,i06_03_3.bmp,3.47222,2
I06.BMP,i06_03_4.bmp,2.94595,2
I06.BMP,i06_03_5.bmp,2.50000,2
I06.BMP,i06_04_1.bmp,5.83333,3
I06.BMP,i06_04_2.bmp,5.86111,3
I06.BMP,i06_04_3.bmp,5.69444,3
I06.BMP,i06_04_4.bmp,5.08108,3
I06.BMP,i06_04_5.bmp,4.58333,3
I06.BMP,i06_05_1.bmp,5.91892,4
I06.BMP,i06_05_2.bmp,5.71429,4
I06.BMP,i06_05_3.bmp,4.97297,4
I06.BMP,i06_05_4.bmp,4.02857,4
I06.BMP,i06_05_5.bmp,2.94595,4
I06.BMP,i06_06_1.bmp,4.61111,5
I06.BMP,i06_06_2.bmp,4.38889,5
I06.BMP,i06_06_3.bmp,3.77778,5
I06.BMP,i06_06_4.bmp,3.52778,5
I06.BMP,i06_06_5.bmp,3.05405,5
I06.BMP,i06_07_1.bmp,5.32432,6
I06.BMP,i06_07_2.bmp,5.11429,6
I06.BMP,i06_07_3.bmp,4.40541,6
I06.BMP,i06_07_4.bmp,3.14286,6
I06.BMP,i06_07_5.bmp,2.68571,6
I06.BMP,i06_08_1.bmp,5.18919,7
I06.BMP,i06_08_2.bmp,4.58333,7
I06.BMP,i06_08_3.bmp,3.48571,7
I06.BMP,i06_08_4.bmp,2.70270,7
I06.BMP,i06_08_5.bmp,2.05405,7
I06.BMP,i06_09_1.bmp,6.05405,8
I06.BMP,i06_09_2.bmp,5.86486,8
I06.BMP,i06_09_3.bmp,4.86486,8
I06.BMP,i06_09_4.bmp,3.00000,8
I06.BMP,i06_09_5.bmp,1.65714,8
I06.BMP,i06_10_1.bmp,5.83784,9
I06.BMP,i06_10_2.bmp,5.62857,9
I06.BMP,i06_10_3.bmp,5.42857,9
I06.BMP,i06_10_4.bmp,3.16216,9
I06.BMP,i06_10_5.bmp,1.77778,9
I06.BMP,I06_11_1.BMP,5.54054,10
I06.BMP,i06_11_2.bmp,5.19444,10
I06.BMP,i06_11_3.bmp,4.50000,10
I06.BMP,i06_11_4.bmp,3.08108,10
I06.BMP,i06_11_5.bmp,0.75676,10
I06.BMP,i06_12_1.bmp,5.86111,11
I06.BMP,i06_12_2.bmp,4.75000,11
I06.BMP,i06_12_3.bmp,4.35135,11
I06.BMP,i06_12_4.bmp,3.62857,11
I06.BMP,i06_12_5.bmp,3.83784,11
I06.BMP,I06_13_1.BMP,4.67568,12
I06.BMP,i06_13_2.bmp,4.82857,12
I06.BMP,i06_13_3.bmp,4.17143,12
I06.BMP,i06_13_4.bmp,3.19444,12
I06.BMP,i06_13_5.bmp,2.70270,12
I06.BMP,i06_14_1.bmp,6.00000,13
I06.BMP,i06_14_2.bmp,6.00000,13
I06.BMP,i06_14_3.bmp,4.77143,13
I06.BMP,i06_14_4.bmp,4.33333,13
I06.BMP,i06_14_5.bmp,4.30556,13
I06.BMP,i06_15_1.bmp,3.62162,14
I06.BMP,i06_15_2.bmp,3.32432,14
I06.BMP,i06_15_3.bmp,3.75000,14
I06.BMP,i06_15_4.bmp,4.40541,14
I06.BMP,i06_15_5.bmp,4.83333,14
I06.BMP,i06_16_1.bmp,5.56757,15
I06.BMP,i06_16_2.bmp,6.25000,15
I06.BMP,i06_16_3.bmp,5.08333,15
I06.BMP,i06_16_4.bmp,5.83784,15
I06.BMP,i06_16_5.bmp,4.13889,15
I06.BMP,i06_17_1.bmp,5.55556,16
I06.BMP,i06_17_2.bmp,6.08108,16
I06.BMP,i06_17_3.bmp,4.05556,16
I06.BMP,i06_17_4.bmp,5.83784,16
I06.BMP,i06_17_5.bmp,3.37838,16
I06.BMP,i06_18_1.bmp,5.20000,17
I06.BMP,i06_18_2.bmp,4.36111,17
I06.BMP,i06_18_3.bmp,3.88889,17
I06.BMP,i06_18_4.bmp,3.72973,17
I06.BMP,i06_18_5.bmp,3.78378,17
I06.BMP,i06_19_1.bmp,5.33333,18
I06.BMP,i06_19_2.bmp,5.27027,18
I06.BMP,i06_19_3.bmp,4.94595,18
I06.BMP,i06_19_4.bmp,4.19444,18
I06.BMP,i06_19_5.bmp,3.59459,18
I06.BMP,i06_20_1.bmp,5.61111,19
I06.BMP,i06_20_2.bmp,5.27778,19
I06.BMP,i06_20_3.bmp,5.59459,19
I06.BMP,i06_20_4.bmp,4.94595,19
I06.BMP,i06_20_5.bmp,3.97297,19
I06.BMP,i06_21_1.bmp,5.70270,20
I06.BMP,i06_21_2.bmp,5.11111,20
I06.BMP,i06_21_3.bmp,4.71429,20
I06.BMP,i06_21_4.bmp,3.63889,20
I06.BMP,i06_21_5.bmp,2.80556,20
I06.BMP,i06_22_1.bmp,5.63889,21
I06.BMP,i06_22_2.bmp,5.27778,21
I06.BMP,i06_22_3.bmp,4.16216,21
I06.BMP,i06_22_4.bmp,3.56757,21
I06.BMP,i06_22_5.bmp,2.97297,21
I06.BMP,i06_23_1.bmp,5.91429,22
I06.BMP,i06_23_2.bmp,5.80556,22
I06.BMP,i06_23_3.bmp,5.67568,22
I06.BMP,i06_23_4.bmp,5.32432,22
I06.BMP,i06_23_5.bmp,2.34286,22
I06.BMP,i06_24_1.bmp,5.83784,23
I06.BMP,i06_24_2.bmp,5.80000,23
I06.BMP,i06_24_3.bmp,4.81081,23
I06.BMP,i06_24_4.bmp,3.21622,23
I06.BMP,i06_24_5.bmp,0.88889,23
I07.BMP,I07_01_1.bmp,5.68182,0
I07.BMP,i07_01_2.bmp,5.09091,0
I07.BMP,i07_01_3.bmp,4.80000,0
I07.BMP,i07_01_4.bmp,4.45455,0
I07.BMP,i07_01_5.bmp,3.97619,0
I07.BMP,i07_02_1.bmp,6.04444,1
I07.BMP,i07_02_2.bmp,5.86364,1
I07.BMP,i07_02_3.bmp,5.55814,1
I07.BMP,i07_02_4.bmp,5.23256,1
I07.BMP,i07_02_5.bmp,4.75556,1
I07.BMP,i07_03_1.bmp,4.93333,2
I07.BMP,i07_03_2.bmp,4.22727,2
I07.BMP,i07_03_3.bmp,3.73333,2
I07.BMP,i07_03_4.bmp,3.31111,2
I07.BMP,i07_03_5.bmp,2.73333,2
I07.BMP,i07_04_1.bmp,5.86667,3
I07.BMP,i07_04_2.bmp,6.00000,3
I07.BMP,i07_04_3.bmp,5.42222,3
I07.BMP,i07_04_4.bmp,4.95122,3
I07.BMP,i07_04_5.bmp,4.20930,3
I07.BMP,i07_05_1.bmp,6.04444,4
I07.BMP,i07_05_2.bmp,5.80000,4
I07.BMP,i07_05_3.bmp,5.15909,4
I07.BMP,i07_05_4.bmp,4.27907,4
I07.BMP,i07_05_5.bmp,3.31818,4
I07.BMP,i07_06_1.bmp,4.83333,5
I07.BMP,i07_06_2.bmp,4.61364,5
I07.BMP,i07_06_3.bmp,4.15909,5
I07.BMP,i07_06_4.bmp,3.75000,5
I07.BMP,i07_06_5.bmp,3.31818,5
I07.BMP,i07_07_1.bmp,5.58140,6
I07.BMP,i07_07_2.bmp,5.19048,6
I07.BMP,i07_07_3.bmp,4.31818,6
I07.BMP,i07_07_4.bmp,3.62222,6
I07.BMP,i07_07_5.bmp,2.83721,6
I07.BMP,i07_08_1.bmp,5.86364,7
I07.BMP,i07_08_2.bmp,5.53333,7
I07.BMP,i07_08_3.bmp,4.58140,7
I07.BMP,i07_08_4.bmp,3.42222,7
I07.BMP,i07_08_5.bmp,2.63636,7
I07.BMP,i07_09_1.bmp,6.42222,8
I07.BMP,i07_09_2.bmp,6.02222,8
I07.BMP,i07_09_3.bmp,5.22727,8
I07.BMP,i07_09_4.bmp,3.97674,8
I07.BMP,i07_09_5.bmp,2.46667,8
I07.BMP,i07_10_1.bmp,6.13333,9
I07.BMP,i07_10_2.bmp,5.88636,9
I07.BMP,i07_10_3.bmp,5.04545,9
I07.BMP,i07_10_4.bmp,3.70455,9
I07.BMP,i07_10_5.bmp,2.22727,9
I07.BMP,I07_11_1.BMP,5.48837,10
I07.BMP,i07_11_2.bmp,4.51111,10
I07.BMP,i07_11_3.bmp,3.43182,10
I07.BMP,i07_11_4.bmp,2.42222,10
I07.BMP,i07_11_5.bmp,0.97727,10
I07.BMP,i07_12_1.bmp,5.34091,11
I07.BMP,i07_12_2.bmp,4.72727,11
I07.BMP,i07_12_3.bmp,3.53333,11
I07.BMP,i07_12_4.bmp,2.86364,11
I07.BMP,i07_12_5.bmp,2.51111,11
I07.BMP,I07_13_1.BMP,4.58140,12
I07.BMP,i07_13_2.bmp,4.06818,12
I07.BMP,i07_13_3.bmp,3.37209,12
I07.BMP,i07_13_4.bmp,2.72727,12
I07.BMP,i07_13_5.bmp,2.51111,12
I07.BMP,i07_14_1.bmp,5.79545,13
I07.BMP,i07_14_2.bmp,6.15909,13
I07.BMP,i07_14_3.bmp,5.70455,13
I07.BMP,i07_14_4.bmp,5.22222,13
I07.BMP,i07_14_5.bmp,4.20455,13
I07.BMP,i07_15_1.bmp,3.63636,14
I07.BMP,i07_15_2.bmp,3.28889,14
I07.BMP,i07_15_3.bmp,3.04545,14
I07.BMP,i07_15_4.bmp,3.34091,14
I07.BMP,i07_15_5.bmp,3.65116,14
I07.BMP,i07_16_1.bmp,6.20455,15
I07.BMP,i07_16_2.bmp,6.34884,15
I07.BMP,i07_16_3.bmp,5.93333,15
I07.BMP,i07_16_4.bmp,5.35556,15
I07.BMP,i07_16_5.bmp,4.81818,15
I07.BMP,i07_17_1.bmp,5.54545,16
I07.BMP,i07_17_2.bmp,6.40000,16
I07.BMP,i07_17_3.bmp,4.40476,16
I07.BMP,i07_17_4.bmp,6.72727,16
I07.BMP,i07_17_5.bmp,3.34091,16
I07.BMP,i07_18_1.bmp,5.38636,17
I07.BMP,i07_18_2.bmp,4.95455,17
I07.BMP,i07_18_3.bmp,4.37778,17
I07.BMP,i07_18_4.bmp,3.86364,17
I07.BMP,i07_18_5.bmp,3.63636,17
I07.BMP,i07_19_1.bmp,5.86667,18
I07.BMP,i07_19_2.bmp,5.44444,18
I07.BMP,i07_19_3.bmp,4.80000,18
I07.BMP,i07_19_4.bmp,4.11364,18
I07.BMP,i07_19_5.bmp,3.70455,18
I07.BMP,i07_20_1.bmp,5.75000,19
I07.BMP,i07_20_2.bmp,5.42222,19
I07.BMP,i07_20_3.bmp,4.41860,19
I07.BMP,i07_20_4.bmp,3.62222,19
I07.BMP,i07_20_5.bmp,2.93023,19
I07.BMP,i07_21_1.bmp,5.66667,20
I07.BMP,i07_21_2.bmp,4.95455,20
I07.BMP,i07_21_3.bmp,4.11111,20
I07.BMP,i07_21_4.bmp,3.38636,20
I07.BMP,i07_21_5.bmp,2.32558,20
I07.BMP,i07_22_1.bmp,5.93333,21
I07.BMP,i07_22_2.bmp,5.23256,21
I07.BMP,i07_22_3.bmp,4.65116,21
I07.BMP,i07_22_4.bmp,4.14286,21
I07.BMP,i07_22_5.bmp,2.65909,21
I07.BMP,i07_23_1.bmp,6.02222,22
I07.BMP,i07_23_2.bmp,5.73333,22
I07.BMP,i07_23_3.bmp,5.04444,22
I07.BMP,i07_23_4.bmp,4.20930,22
I07.BMP,i07_23_5.bmp,2.64444,22
I07.BMP,i07_24_1.bmp,5.72093,23
I07.BMP,i07_24_2.bmp,4.93333,23
I07.BMP,i07_24_3.bmp,3.86364,23
I07.BMP,i07_24_4.bmp,2.25000,23
I07.BMP,i07_24_5.bmp,0.47619,23
I08.BMP,I08_01_1.bmp,5.54839,0
I08.BMP,i08_01_2.bmp,4.70968,0
I08.BMP,i08_01_3.bmp,4.83871,0
I08.BMP,i08_01_4.bmp,4.10000,0
I08.BMP,i08_01_5.bmp,3.54839,0
I08.BMP,i08_02_1.bmp,5.59375,1
I08.BMP,i08_02_2.bmp,5.54839,1
I08.BMP,i08_02_3.bmp,5.40625,1
I08.BMP,i08_02_4.bmp,5.22581,1
I08.BMP,i08_02_5.bmp,4.64516,1
I08.BMP,i08_03_1.bmp,4.64516,2
I08.BMP,i08_03_2.bmp,4.29032,2
I08.BMP,i08_03_3.bmp,3.46667,2
I08.BMP,i08_03_4.bmp,2.96875,2
I08.BMP,i08_03_5.bmp,2.34375,2
I08.BMP,i08_04_1.bmp,6.06452,3
I08.BMP,i08_04_2.bmp,5.83871,3
I08.BMP,i08_04_3.bmp,5.62500,3
I08.BMP,i08_04_4.bmp,5.43750,3
I08.BMP,i08_04_5.bmp,4.96774,3
I08.BMP,i08_05_1.bmp,5.33333,4
I08.BMP,i08_05_2.bmp,5.45161,4
I08.BMP,i08_05_3.bmp,4.71875,4
I08.BMP,i08_05_4.bmp,3.96774,4
I08.BMP,i08_05_5.bmp,3.12500,4
I08.BMP,i08_06_1.bmp,4.38710,5
I08.BMP,i08_06_2.bmp,4.09375,5
I08.BMP,i08_06_3.bmp,3.93333,5
I08.BMP,i08_06_4.bmp,3.61290,5
I08.BMP,i08_06_5.bmp,3.06452,5
I08.BMP,i08_07_1.bmp,5.50000,6
I08.BMP,i08_07_2.bmp,4.64516,6
I08.BMP,i08_07_3.bmp,4.16667,6
I08.BMP,i08_07_4.bmp,3.45161,6
I08.BMP,i08_07_5.bmp,2.38710,6
I08.BMP,i08_08_1.bmp,5.21875,7
I08.BMP,i08_08_2.bmp,4.59375,7
I08.BMP,i08_08_3.bmp,3.90323,7
I08.BMP,i08_08_4.bmp,2.87097,7
I08.BMP,i08_08_5.bmp,1.96774,7
I08.BMP,i08_09_1.bmp,5.70968,8
I08.BMP,i08_09_2.bmp,5.87500,8
I08.BMP,i08_09_3.bmp,5.03125,8
I08.BMP,i08_09_4.bmp,3.50000,8
I08.BMP,i08_09_5.bmp,1.75000,8
I08.BMP,i08_10_1.bmp,5.96774,9
I08.BMP,i08_10_2.bmp,5.59375,9
I08.BMP,i08_10_3.bmp,4.68750,9
I08.BMP,i08_10_4.bmp,3.21875,9
I08.BMP,i08_10_5.bmp,1.34375,9
I08.BMP,I08_11_1.BMP,6.00000,10
I08.BMP,i08_11_2.bmp,5.25000,10
I08.BMP,i08_11_3.bmp,4.56667,10
I08.BMP,i08_11_4.bmp,4.19355,10
I08.BMP,i08_11_5.bmp,2.26667,10
I08.BMP,i08_12_1.bmp,6.19355,11
I08.BMP,i08_12_2.bmp,5.74194,11
I08.BMP,i08_12_3.bmp,5.50000,11
I08.BMP,i08_12_4.bmp,4.81250,11
I08.BMP,i08_12_5.bmp,4.25000,11
I08.BMP,I08_13_1.BMP,5.78125,12
I08.BMP,i08_13_2.bmp,3.26667,12
I08.BMP,i08_13_3.bmp,4.38710,12
I08.BMP,i08_13_4.bmp,2.73333,12
I08.BMP,i08_13_5.bmp,2.12500,12
I08.BMP,i08_14_1.bmp,5.65625,13
I08.BMP,i08_14_2.bmp,5.43750,13
I08.BMP,i08_14_3.bmp,4.87097,13
I08.BMP,i08_14_4.bmp,4.75000,13
I08.BMP,i08_14_5.bmp,4.00000,13
I08.BMP,i08_15_1.bmp,3.77419,14
I08.BMP,i08_15_2.bmp,2.93548,14
I08.BMP,i08_15_3.bmp,3.28125,14
I08.BMP,i08_15_4.bmp,3.68750,14
I08.BMP,i08_15_5.bmp,3.51613,14
I08.BMP,i08_16_1.bmp,6.06250,15
I08.BMP,i08_16_2.bmp,5.75000,15
I08.BMP,i08_16_3.bmp,5.87097,15
I08.BMP,i08_16_4.bmp,4.90323,15
I08.BMP,i08_16_5.bmp,4.56667,15
I08.BMP,i08_17_1.bmp,5.40625,16
I08.BMP,i08_17_2.bmp,5.58065,16
I08.BMP,i08_17_3.bmp,4.18750,16
I08.BMP,i08_17_4.bmp,5.06452,16
I08.BMP,i08_17_5.bmp,3.25806,16
I08.BMP,i08_18_1.bmp,4.25000,17
I08.BMP,i08_18_2.bmp,3.74194,17
I08.BMP,i08_18_3.bmp,2.93750,17
I08.BMP,i08_18_4.bmp,2.84375,17
I08.BMP,i08_18_5.bmp,2.87097,17
I08.BMP,i08_19_1.bmp,5.38710,18
I08.BMP,i08_19_2.bmp,4.93548,18
I08.BMP,i08_19_3.bmp,4.68750,18
I08.BMP,i08_19_4.bmp,4.03226,18
I08.BMP,i08_19_5.bmp,3.59375,18
I08.BMP,i08_20_1.bmp,5.87097,19
I08.BMP,i08_20_2.bmp,5.96774,19
I08.BMP,i08_20_3.bmp,5.26667,19
I08.BMP,i08_20_4.bmp,4.62500,19
I08.BMP,i08_20_5.bmp,3.81250,19
I08.BMP,i08_21_1.bmp,5.68750,20
I08.BMP,i08_21_2.bmp,4.93548,20
I08.BMP,i08_21_3.bmp,4.29032,20
I08.BMP,i08_21_4.bmp,3.80645,20
I08.BMP,i08_21_5.bmp,2.67742,20
I08.BMP,i08_22_1.bmp,5.61290,21
I08.BMP,i08_22_2.bmp,5.45161,21
I08.BMP,i08_22_3.bmp,4.16129,21
I08.BMP,i08_22_4.bmp,3.06250,21
I08.BMP,i08_22_5.bmp,2.37500,21
I08.BMP,i08_23_1.bmp,6.03226,22
I08.BMP,i08_23_2.bmp,6.16129,22
I08.BMP,i08_23_3.bmp,5.67742,22
I08.BMP,i08_23_4.bmp,5.50000,22
I08.BMP,i08_23_5.bmp,5.43750,22
I08.BMP,i08_24_1.bmp,5.93548,23
I08.BMP,i08_24_2.bmp,5.78125,23
I08.BMP,i08_24_3.bmp,5.29032,23
I08.BMP,i08_24_4.bmp,3.96774,23
I08.BMP,i08_24_5.bmp,2.62500,23
I09.BMP,I09_01_1.bmp,5.36364,0
I09.BMP,i09_01_2.bmp,5.00000,0
I09.BMP,i09_01_3.bmp,4.54545,0
I09.BMP,i09_01_4.bmp,4.03226,0
I09.BMP,i09_01_5.bmp,3.63636,0
I09.BMP,i09_02_1.bmp,5.87879,1
I09.BMP,i09_02_2.bmp,6.03030,1
I09.BMP,i09_02_3.bmp,5.56250,1
I09.BMP,i09_02_4.bmp,4.87500,1
I09.BMP,i09_02_5.bmp,4.54545,1
I09.BMP,i09_03_1.bmp,4.60606,2
I09.BMP,i09_03_2.bmp,4.09375,2
I09.BMP,i09_03_3.bmp,3.69697,2
I09.BMP,i09_03_4.bmp,3.25000,2
I09.BMP,i09_03_5.bmp,2.87879,2
I09.BMP,i09_04_1.bmp,5.74194,3
I09.BMP,i09_04_2.bmp,5.59375,3
I09.BMP,i09_04_3.bmp,5.38710,3
I09.BMP,i09_04_4.bmp,4.67742,3
I09.BMP,i09_04_5.bmp,4.27273,3
I09.BMP,i09_05_1.bmp,5.93548,4
I09.BMP,i09_05_2.bmp,5.50000,4
I09.BMP,i09_05_3.bmp,4.96875,4
I09.BMP,i09_05_4.bmp,4.09091,4
I09.BMP,i09_05_5.bmp,3.59375,4
I09.BMP,i09_06_1.bmp,5.21875,5
I09.BMP,i09_06_2.bmp,4.31250,5
I09.BMP,i09_06_3.bmp,4.16129,5
I09.BMP,i09_06_4.bmp,3.81250,5
I09.BMP,i09_06_5.bmp,3.34375,5
I09.BMP,i09_07_1.bmp,4.87879,6
I09.BMP,i09_07_2.bmp,4.75000,6
I09.BMP,i09_07_3.bmp,4.12903,6
I09.BMP,i09_07_4.bmp,3.66667,6
I09.BMP,i09_07_5.bmp,2.70968,6
I09.BMP,i09_08_1.bmp,5.87500,7
I09.BMP,i09_08_2.bmp,5.24242,7
I09.BMP,i09_08_3.bmp,4.34375,7
I09.BMP,i09_08_4.bmp,3.48485,7
I09.BMP,i09_08_5.bmp,2.37500,7
I09.BMP,i09_09_1.bmp,6.54545,8
I09.BMP,i09_09_2.bmp,6.09091,8
I09.BMP,i09_09_3.bmp,5.15152,8
I09.BMP,i09_09_4.bmp,3.90625,8
I09.BMP,i09_09_5.bmp,2.51515,8
I09.BMP,i09_10_1.bmp,6.00000,9
I09.BMP,i09_10_2.bmp,5.65625,9
I09.BMP,i09_10_3.bmp,4.90625,9
I09.BMP,i09_10_4.bmp,3.19355,9
I09.BMP,i09_10_5.bmp,2.34375,9
I09.BMP,I09_11_1.BMP,5.90625,10
I09.BMP,i09_11_2.bmp,5.15625,10
I09.BMP,i09_11_3.bmp,3.96875,10
I09.BMP,i09_11_4.bmp,2.40625,10
I09.BMP,i09_11_5.bmp,0.87879,10
I09.BMP,i09_12_1.bmp,6.06061,11
I09.BMP,i09_12_2.bmp,5.90625,11
I09.BMP,i09_12_3.bmp,4.90625,11
I09.BMP,i09_12_4.bmp,2.96875,11
I09.BMP,i09_12_5.bmp,2.84375,11
I09.BMP,I09_13_1.BMP,4.51515,12
I09.BMP,i09_13_2.bmp,3.77419,12
I09.BMP,i09_13_3.bmp,3.33333,12
I09.BMP,i09_13_4.bmp,2.81818,12
I09.BMP,i09_13_5.bmp,2.87879,12
I09.BMP,i09_14_1.bmp,5.84375,13
I09.BMP,i09_14_2.bmp,5.48485,13
I09.BMP,i09_14_3.bmp,6.28125,13
I09.BMP,i09_14_4.bmp,4.43750,13
I09.BMP,i09_14_5.bmp,3.31250,13
I09.BMP,i09_15_1.bmp,2.90909,14
I09.BMP,i09_15_2.bmp,3.06061,14
I09.BMP,i09_15_3.bmp,3.25000,14
I09.BMP,i09_15_4.bmp,3.59375,14
I09.BMP,i09_15_5.bmp,5.84848,14
I09.BMP,i09_16_1.bmp,6.06061,15
I09.BMP,i09_16_2.bmp,6.30303,15
I09.BMP,i09_16_3.bmp,5.75000,15
I09.BMP,i09_16_4.bmp,5.90323,15
I09.BMP,i09_16_5.bmp,4.66667,15
I09.BMP,i09_17_1.bmp,5.81250,16
I09.BMP,i09_17_2.bmp,6.78788,16
I09.BMP,i09_17_3.bmp,4.78125,16
I09.BMP,i09_17_4.bmp,6.36364,16
I09.BMP,i09_17_5.bmp,3.60606,16
I09.BMP,i09_18_1.bmp,4.81818,17
I09.BMP,i09_18_2.bmp,4.30303,17
I09.BMP,i09_18_3.bmp,4.06452,17
I09.BMP,i09_18_4.bmp,3.31250,17
I09.BMP,i09_18_5.bmp,3.15625,17
I09.BMP,i09_19_1.bmp,5.50000,18
I09.BMP,i09_19_2.bmp,4.67742,18
I09.BMP,i09_19_3.bmp,4.51613,18
I09.BMP,i09_19_4.bmp,4.06250,18
I09.BMP,i09_19_5.bmp,3.48485,18
I09.BMP,i09_20_1.bmp,5.81250,19
I09.BMP,i09_20_2.bmp,5.66667,19
I09.BMP,i09_20_3.bmp,4.50000,19
I09.BMP,i09_20_4.bmp,3.90909,19
I09.BMP,i09_20_5.bmp,2.90909,19
I09.BMP,i09_21_1.bmp,5.27273,20
I09.BMP,i09_21_2.bmp,4.81250,20
I09.BMP,i09_21_3.bmp,4.25000,20
I09.BMP,i09_21_4.bmp,3.50000,20
I09.BMP,i09_21_5.bmp,2.16129,20
I09.BMP,i09_22_1.bmp,5.71875,21
I09.BMP,i09_22_2.bmp,5.78788,21
I09.BMP,i09_22_3.bmp,5.50000,21
I09.BMP,i09_22_4.bmp,4.09375,21
I09.BMP,i09_22_5.bmp,2.71875,21
I09.BMP,i09_23_1.bmp,6.25000,22
I09.BMP,i09_23_2.bmp,6.28125,22
I09.BMP,i09_23_3.bmp,6.03030,22
I09.BMP,i09_23_4.bmp,4.81250,22
I09.BMP,i09_23_5.bmp,2.87500,22
I09.BMP,i09_24_1.bmp,5.75000,23
I09.BMP,i09_24_2.bmp,5.09375,23
I09.BMP,i09_24_3.bmp,3.75000,23
I09.BMP,i09_24_4.bmp,2.03030,23
I09.BMP,i09_24_5.bmp,0.24242,23
I10.BMP,I10_01_1.bmp,5.71795,0
I10.BMP,i10_01_2.bmp,5.43243,0
I10.BMP,i10_01_3.bmp,4.74359,0
I10.BMP,i10_01_4.bmp,4.53846,0
I10.BMP,i10_01_5.bmp,3.81579,0
I10.BMP,i10_02_1.bmp,6.05405,1
I10.BMP,i10_02_2.bmp,5.83784,1
I10.BMP,i10_02_3.bmp,5.76923,1
I10.BMP,i10_02_4.bmp,5.52632,1
I10.BMP,i10_02_5.bmp,4.72973,1
I10.BMP,i10_03_1.bmp,5.05405,2
I10.BMP,i10_03_2.bmp,4.36111,2
I10.BMP,i10_03_3.bmp,4.02564,2
I10.BMP,i10_03_4.bmp,3.30769,2
I10.BMP,i10_03_5.bmp,2.92308,2
I10.BMP,i10_04_1.bmp,6.07692,3
I10.BMP,i10_04_2.bmp,5.11111,3
I10.BMP,i10_04_3.bmp,5.15789,3
I10.BMP,i10_04_4.bmp,4.76923,3
I10.BMP,i10_04_5.bmp,4.23077,3
I10.BMP,i10_05_1.bmp,6.05128,4
I10.BMP,i10_05_2.bmp,5.79487,4
I10.BMP,i10_05_3.bmp,5.17949,4
I10.BMP,i10_05_4.bmp,4.39474,4
I10.BMP,i10_05_5.bmp,3.34211,4
I10.BMP,i10_06_1.bmp,5.15789,5
I10.BMP,i10_06_2.bmp,4.64865,5
I10.BMP,i10_06_3.bmp,4.57895,5
I10.BMP,i10_06_4.bmp,3.84211,5
I10.BMP,i10_06_5.bmp,3.40541,5
I10.BMP,i10_07_1.bmp,5.54054,6
I10.BMP,i10_07_2.bmp,5.02564,6
I10.BMP,i10_07_3.bmp,4.46154,6
I10.BMP,i10_07_4.bmp,4.00000,6
I10.BMP,i10_07_5.bmp,3.05263,6
I10.BMP,i10_08_1.bmp,5.97368,7
I10.BMP,i10_08_2.bmp,5.30769,7
